Supercontig	start	end	H3K27me3_a	H3K27me3_b	H3K4me2_a	H3K4me2_b	GENES	REPEATS	SNPs_VCG030	SNPs_CladeIII	dN	dNdS	dS	inplanta_RPKM	invitro_RPKM	log2foldChange
Supercontig_2.29	540000	550000	11.8726	2.5266	0.7125	1.0543	0.6945000	0.0000000	0.0008000	0.0517000	0.1025	0.14805	0.6798	0.892222222223	0.0	3.88522558104
Supercontig_2.29	550000	560000	13.0279	2.5842	0.8068	1.0716	0.7177000	0.0000000	0.0000000	0.0289000	0.0947	0.17408	0.55714	1.93133333333	0.0133333333333	4.56440955151
Supercontig_2.29	560000	570000	11.0429	2.833	1.6942	1.1781	0.5142000	0.0000000	0.0000000	0.0450000	0.0324	0.08925	0.363	9.22416666667	4.33333333333	-0.580937628834
Supercontig_2.29	570000	580000	11.715	2.5607	0.9379	0.9807	0.5496000	0.0000000	0.0000000	0.0441000	0.0298666666667	0.103366666667	0.288	0.606666666668	0.11	1.35593815477
Supercontig_2.29	580000	590000	9.9849	2.8702	0.7683	1.0081	0.7513000	0.0000000	0.0000000	0.0421000	0.02855	0.0748	0.37205	19.0625	1.36416666667	2.95640575919
Supercontig_2.29	590000	600000	13.0912	2.6351	0.7929	0.9992	0.5397000	0.0000000	0.0002000	0.0324000	0.02745	0.10665	0.2591	1.49666666667	0.0391666666666	1.33741250579
Supercontig_2.29	600000	610000	10.1664	2.6678	0.9375	0.9647	0.5940000	0.0000000	0.0000000	0.0423000	0.060175	0.176225	0.338475	15.2033333333	1.198	1.52314196649
Supercontig_2.29	610000	620000	11.1627	2.5579	0.5994	0.8823	0.5512000	0.0000000	0.0002000	0.0470000	0.0478	0.15185	0.33885	2.47916666667	0.119166666667	3.01964673799
Supercontig_2.29	620000	630000	13.1119	3.5787	0.8099	1.3974	0.2972000	0.0000000	0.0004000	0.0347000				0.203333333334	0.02	2.18289175354
Supercontig_2.29	630000	640000	11.7305	4.2413	0.468	1.5193	0.4504000	0.0000000	0.0006000	0.0485000				0.536666666667	0.38	0.754586042988
Supercontig_2.29	640000	650000	10.2005	2.5759	0.4139	1.0914	0.5901000	0.0000000	0.0000000	0.0101000				8.68833333334	5.24666666666	1.10742074554
Supercontig_2.29	650000	660000	13.7645	2.9643	0.536	1.1266	0.4789000	0.0309000	0.0000000	0.0240000				0.64111111111	0.736666666667	1.46763174259
Supercontig_2.29	660000	670000	13.6983	3.4815	0.4546	1.3456	0.2798000	0.0000000	0.0000000	0.0284000				0.390833333334	0.0266666666668	1.20884833356
Supercontig_2.29	670000	676070	14.2939	3.2888	0.534267	1.32965	0.2802306	0.0000000	0.0009885	0.0527183				2.055	0.0	3.43934776858
Supercontig_2.11	0	10000	12.0474	3.1475	0.7699	1.1443	0.2478000	0.1626000	0.0006000	0.0340000				0.0	0.0	0.0
Supercontig_2.11	10000	20000	11.3445	3.4921	1.163	1.3327	0.4156000	0.1760000	0.0006000	0.0280000				37.4966666667	15.3366666667	0.649110269278
Supercontig_2.11	20000	30000	12.0514	3.0151	0.7244	1.1024	0.0554000	0.3546000	0.0004000	0.0053000				0.0	0.0	0.0
Supercontig_2.11	30000	40000	12.3074	2.7733	0.6834	0.994	0.6361000	0.0000000	0.0000000	0.0456000				0.195555555556	0.405555555557	-0.530310557903
Supercontig_2.11	40000	50000	11.4632	2.7181	0.78	1.0204	0.3854000	0.0225000	0.0002000	0.0340000				2.79166666666	0.0	3.88419023946
Supercontig_2.11	50000	60000	17.9373	4.1872	1.6181	1.9585	0.0000000	0.5591000	0.0002000	0.0070000						
Supercontig_2.11	60000	70000	9.5482	2.5149	5.9711	1.8773	0.6294000	0.1244000	0.0009000	0.0370000				23.1388888889	9.0888888889	1.36276882519
Supercontig_2.11	70000	80000	11.7552	2.9258	0.8377	1.1879	0.6603000	0.0129000	0.0002000	0.0418000				0.653333333333	0.02	4.74582526554
Supercontig_2.11	80000	90000	12.8285	3.1965	1.1156	1.2012	0.4860000	0.0000000	0.0006000	0.0280000				3.06066666667	3.53066666667	-0.592708250802
Supercontig_2.11	90000	100000	12.3725	2.4418	0.8365	1.0883	0.4904000	0.0000000	0.0000000	0.0567000				0.198333333334	0.0383333333333	0.859443973975
Supercontig_2.11	100000	110000	13.062	2.5735	1.0431	1.0671	0.6498000	0.0000000	0.0000000	0.0503000	0.1418	0.3323	0.4267	0.0	0.0	0.0
Supercontig_2.11	110000	120000	8.4965	2.3971	3.2309	0.985	0.7393000	0.0736000	0.0000000	0.0332000	0.07325	0.13515	0.5371	2.21333333333	1.24416666667	-0.413210143531
Supercontig_2.11	120000	130000	11.106	2.319	1.0304	0.9795	0.5280000	0.0000000	0.0000000	0.0473000	0.03855	0.1577	0.3151	1.56666666667	0.516000000001	1.87233427847
Supercontig_2.11	130000	140000	12.7596	2.7465	0.8872	0.9928	0.5990000	0.0000000	0.0000000	0.0524000	0.125466666667	0.352633333333	0.353	0.0758333333332	0.0	0.997688706597
Supercontig_2.11	140000	150000	12.3996	2.5912	0.7328	0.9741	0.2705000	0.0000000	0.0000000	0.0518000	0.21215	0.415	0.55265	0.0608333333333	0.0	0.406626951252
Supercontig_2.11	150000	160000	13.1537	2.6727	0.9451	1.101	0.6318000	0.0000000	0.0000000	0.0520000	0.0528666666667	0.0860333333333	0.571	9.19666666666	0.541666666667	3.16292699071
Supercontig_2.11	160000	170000	10.8335	2.5213	0.8721	1.0739	0.6835000	0.0000000	0.0002000	0.0444000	0.10545	0.2876	0.4019	1.36111111111	2.70444444445	-0.183176380899
Supercontig_2.11	170000	180000	11.7938	2.4339	1.093	1.1809	0.6583000	0.0000000	0.0000000	0.0448000	0.052175	0.150925	0.35065	0.199166666667	0.0	2.31203274345
Supercontig_2.11	180000	190000	9.617	2.3302	3.0326	0.9606	0.5644000	0.0000000	0.0000000	0.0420000	0.0303	0.0754333333333	0.3906	88.9166666666	1.96444444444	4.46596385918
Supercontig_2.11	190000	200000	8.6083	1.9224	1.3622	1.0691	0.6627000	0.0000000	0.0000000	0.0370000	0.0083	0.02638	0.32696	48.7186666667	0.278666666667	4.19896040129
Supercontig_2.11	200000	210000	8.0993	1.7959	2.1638	1.0883	0.6325000	0.0000000	0.0000000	0.0351000	0.0442666666667	0.195666666667	0.2779	15.2216666667	3.53583333333	0.901992957379
Supercontig_2.11	210000	220000	11.5648	2.5765	0.9779	1.0642	0.4349000	0.0000000	0.0000000	0.0414000	0.0748	0.0998	0.7498	2.40916666667	0.1675	1.19390165106
Supercontig_2.11	220000	230000	11.0967	2.5669	0.9355	1.0344	0.5480000	0.0000000	0.0004000	0.0387000	0.0676	0.1241	0.5451	0.16	0.0183333333333	1.64110411876
Supercontig_2.11	230000	240000	12.2689	2.3328	0.888	0.9992	0.4662000	0.0000000	0.0000000	0.0555000	0.2288	0.406	0.56165	1.16333333333	0.0	2.66062086309
Supercontig_2.11	240000	250000	11.5811	2.3047	1.05	1.1434	0.5249000	0.0000000	0.0002000	0.0601000	0.0591	0.09056	0.66558	1.69	0.158666666667	2.98863369023
Supercontig_2.11	250000	260000	10.3275	2.1613	1.4553	1.1118	0.8142000	0.0000000	0.0000000	0.0385000	0.0179	0.0480333333333	0.363566666667	6.91066666668	0.979333333333	2.95822975455
Supercontig_2.11	260000	270000	9.777	2.2303	1.0362	1.1743	0.7892000	0.0000000	0.0002000	0.0487000	0.0054	0.0201	0.2683	24.61	0.305555555556	3.17217216157
Supercontig_2.11	270000	280000	11.0718	2.142	1.1404	1.1411	0.6333000	0.0000000	0.0002000	0.0455000	0.10805	0.16015	0.56005	6.79666666667	0.0561111111112	1.8900000878
Supercontig_2.11	280000	290000	12.0393	1.8613	1.3161	0.9231	0.4719000	0.1721000	0.0000000	0.0343000				0.0	0.0	0.0
Supercontig_2.11	290000	300000	11.3047	2.3822	1.287	1.1746	0.4172000	0.0000000	0.0000000	0.0442000				0.0675	0.150833333333	-0.438619349747
Supercontig_2.11	300000	310000	10.2306	2.4712	1.7496	1.2479	0.6870000	0.0000000	0.0000000	0.0329000	0.0889333333333	0.147833333333	0.5626	1.00904761905	0.593333333333	-0.118253819221
Supercontig_2.11	310000	320000	7.41	1.8879	2.2445	1.0477	0.8366000	0.0000000	0.0000000	0.0283000	0.0265	0.0726	0.385075	9.53916666667	11.6616666667	-1.26312519429
Supercontig_2.11	320000	330000	8.4668	1.768	2.4715	1.277	0.8206000	0.0000000	0.0000000	0.0267000	0.10748	0.16224	0.45124	4.14933333333	3.378	-1.7962205719
Supercontig_2.11	330000	340000	4.5124	1.1022	5.9396	1.1951	0.6768000	0.0000000	0.0000000	0.0229000	0.017775	0.058625	0.289775	50.5646666667	14.3553333333	2.72125881838
Supercontig_2.11	340000	350000	3.5909	0.8486	19.3628	7.6081	0.8765000	0.0000000	0.0002000	0.0172000	0.025075	0.0985	0.23835	17.1206666667	9.35866666666	-0.0653179211492
Supercontig_2.11	350000	360000	10.3286	1.8737	2.2377	1.1941	0.5312000	0.0000000	0.0000000	0.0413000	0.0214	0.0505	0.4243	8.066	0.872	1.02960668656
Supercontig_2.11	360000	370000	10.072	2.2318	1.4092	1.1422	0.7700000	0.0000000	0.0000000	0.0354000	0.0477	0.0909333333333	0.536466666667	4.92666666666	0.524	2.47372624211
Supercontig_2.11	370000	380000	8.9987	2.1852	1.4782	1.0705	0.6774000	0.0000000	0.0000000	0.0381000	0.078275	0.19875	0.4609	1.36666666667	1.18333333333	-0.081777931768
Supercontig_2.11	380000	390000	9.6468	2.2471	1.3468	0.9588	0.3297000	0.0000000	0.0002000	0.0369000	0.1419	0.3213	0.4417	0.0741666666667	0.0166666666667	0.314600087493
Supercontig_2.11	390000	400000	9.9027	1.9023	5.1305	1.081	0.5042000	0.0097000	0.0004000	0.0382000	0.3249	0.4665	0.6966	2.55	1.48777777778	0.114104111385
Supercontig_2.11	400000	410000	10.5104	1.7801	2.6218	0.857	0.2973000	0.1583000	0.0004000	0.0084000	0.1858	0.4526	0.4105	0.14	0.0	0.81752113048
Supercontig_2.11	410000	420000	10.5964	2.3625	1.53	1.1681	0.2016000	0.2380000	0.0004000	0.0107000	0.438	0.5265	0.8319	0.0	0.0533333333335	-1.47653497905
Supercontig_2.11	420000	430000	10.612	1.6152	1.3613	0.663	0.2133000	0.0968000	0.0000000	0.0267000				0.0	0.0	0.0
Supercontig_2.11	430000	440000	9.4463	1.9578	1.3365	0.8823	0.3174000	0.0000000	0.0002000	0.0376000				0.0	0.0	0.0
Supercontig_2.11	440000	450000	9.6128	2.0057	1.5422	1.1254	0.3545000	0.0000000	0.0002000	0.0360000				0.0913333333334	0.100666666667	-0.0749512020934
Supercontig_2.11	450000	460000	7.7978	1.6819	1.8949	1.2419	0.5237000	0.0000000	0.0002000	0.0462000	0.1488	0.22265	0.55945	0.381111111111	0.617777777778	0.37034846882
Supercontig_2.11	460000	470000	3.5786	0.7502	2.8798	1.3844	0.7619000	0.0000000	0.0002000	0.0412000	0.0567	0.1407	0.388125	7.0925	6.32249999999	-0.210521094517
Supercontig_2.11	470000	480000	1.4898	0.4182	8.5313	3.408	0.8128000	0.0000000	0.0000000	0.0299000	0.0229833333333	0.06205	0.36025	50.2008333333	55.1675	-0.886469259828
Supercontig_2.11	480000	490000	1.1777	0.4131	19.1936	7.6107	0.6268000	0.0000000	0.0002000	0.0316000	0.0437	0.103616666667	0.317033333333	41.2058333333	50.7416666667	-0.663992324203
Supercontig_2.11	490000	500000	1.3738	0.3723	10.2358	2.4538	0.4868000	0.0000000	0.0002000	0.0379000	0.08995	0.2801	0.24775	7.292	16.2373333333	-1.97798819653
Supercontig_2.11	500000	510000	0.7558	0.3825	14.7976	5.7872	0.7795000	0.0000000	0.0004000	0.0229000	0.0226	0.0761666666667	0.28475	25.5672222222	61.95	-2.02261150745
Supercontig_2.11	510000	520000	0.7598	0.3111	19.0846	7.5825	0.7724000	0.0000000	0.0006000	0.0235000	0.026225	0.09705	0.2454	15.9308333333	20.9516666666	0.041247831197
Supercontig_2.11	520000	530000	0.6441	0.3366	10.3958	4.8025	0.7836000	0.0000000	0.0000000	0.0388000	0.0819428571429	0.184857142857	0.289	31.3261904762	32.241904762	0.28570181326
Supercontig_2.11	530000	540000	0.9424	0.3315	7.7843	3.7729	0.9158000	0.0000000	0.0002000	0.0335000	0.0518333333333	0.1782	0.283066666667	4.21555555555	7.47555555555	-1.08405191294
Supercontig_2.11	540000	550000	0.7797	0.2954	9.135	3.3048	0.6755000	0.0000000	0.0002000	0.0308000	0.114925	0.442275	0.244625	31.1041666667	23.31	-0.576391372309
Supercontig_2.11	550000	560000	1.2381	0.3625	22.3839	10.5082	0.9302000	0.0000000	0.0000000	0.0260000	0.03366	0.17422	0.22772	36.8926666667	57.8666666667	-0.693077706591
Supercontig_2.11	560000	570000	1.042	0.2091	15.6237	4.6437	0.5379000	0.0000000	0.0000000	0.0261000	0.0380666666667	0.321933333333	0.132233333333	11.68	9.60777777779	0.753237249938
Supercontig_2.11	570000	580000	0.7905	0.4182	27.1625	12.3616	0.7388000	0.0000000	0.0000000	0.0171000	0.02695	0.100766666667	0.21905	15.4238888889	13.8266666667	-0.127578859681
Supercontig_2.11	580000	590000	0.8466	0.3468	12.2692	4.4996	0.7095000	0.0115000	0.0000000	0.0268000	0.03294	0.1067	0.2872	3.21111111111	2.79611111111	-0.107693349892
Supercontig_2.11	590000	600000	0.7395	0.4794	18.0339	5.8847	0.6143000	0.0000000	0.0000000	0.0221000	0.0417	0.155875	0.210275	33.412	20.8646666667	-0.359914804021
Supercontig_2.11	600000	610000	0.6204	0.2907	19.5735	6.3621	0.5852000	0.0000000	0.0000000	0.0180000	0.00583333333333	0.0273333333333	0.146866666667	167.453333333	38.3677777778	1.21559638916
Supercontig_2.11	610000	620000	0.6495	0.3417	8.2175	3.6205	0.8742000	0.0000000	0.0000000	0.0198000	0.0277	0.0946	0.258666666667	10.8588888889	13.2688888889	-0.796600502886
Supercontig_2.11	620000	630000	0.7726	0.3419	15.2198	3.8238	0.3905000	0.0000000	0.0004000	0.0197000	0.110166666667	0.431033333333	0.231633333333	33.3933333333	26.3333333333	0.361113984945
Supercontig_2.11	630000	640000	1.0273	0.4896	14.3204	4.0897	0.9247000	0.0000000	0.0002000	0.0159000	0.0304666666667	0.0942333333333	0.278333333333	26.0522222222	33.7288888889	-1.07560248896
Supercontig_2.11	640000	650000	2.7716	0.7395	7.0265	2.4214	0.6263000	0.0000000	0.0000000	0.0367000	0.0781	0.27075	0.3133	0.0	0.0633333333334	-2.00119727427
Supercontig_2.11	650000	660000	1.6694	0.4641	13.0321	3.146	0.7400000	0.0000000	0.0000000	0.0203000	0.0388	0.102966666667	0.352333333333	11.3622222222	10.2955555555	-0.0961018339073
Supercontig_2.11	660000	670000	3.7215	0.8973	4.847	1.5411	0.7297000	0.0000000	0.0002000	0.0270000	0.047	0.0955	0.38978	1.21333333333	0.468333333334	0.312605872395
Supercontig_2.11	670000	680000	8.9316	1.8876	3.5089	1.5929	0.5303000	0.0000000	0.0000000	0.0285000	0.0642	0.1455	0.377766666667	67.0908333333	0.0916666666667	2.69693518458
Supercontig_2.11	680000	690000	8.2147	1.3258	4.3732	1.2079	0.4059000	0.0485000	0.0000000	0.0323000	0.03895	0.0892	0.35535	3.27222222222	0.686666666667	2.90376269362
Supercontig_2.11	690000	700000	9.0874	1.5708	3.6662	1.7946	0.5746000	0.0000000	0.0000000	0.0403000	0.185675	0.344525	0.456825	6.314	2.49333333334	1.05594277627
Supercontig_2.11	700000	710000	7.8686	1.6368	4.4818	1.6786	0.4978000	0.0000000	0.0002000	0.0385000	0.21618	0.3638	0.4883	2.09133333333	1.47066666667	-0.7208322479
Supercontig_2.11	710000	720000	1.4633	0.4284	22.2695	9.7633	0.8272000	0.0000000	0.0000000	0.0185000	0.0160666666667	0.0640333333333	0.2574	12.1811111111	14.1011111111	-0.912144887684
Supercontig_2.11	720000	730000	1.3554	0.5151	7.5006	2.5489	0.7223000	0.0000000	0.0004000	0.0252000	0.03935	0.2281	0.20515	13.4088888889	3.37444444444	0.480431369353
Supercontig_2.11	730000	740000	1.1794	0.4385	12.2426	3.0008	0.7554000	0.0000000	0.0000000	0.0199000	0.0931	0.17225	0.336775	49.9855555556	489.061111111	1.20254588668
Supercontig_2.11	740000	750000	6.4574	1.2237	3.6826	1.5893	0.2717000	0.0000000	0.0002000	0.0357000	0.1646	0.27635	0.5811	0.0	0.0	0.0
Supercontig_2.11	750000	760000	9.6517	1.8411	3.7281	1.4688	0.4547000	0.0000000	0.0000000	0.0478000	0.0868	0.2375	0.3656	1.71333333333	0.674	1.74210246119
Supercontig_2.11	760000	770000	8.2155	1.4475	3.4094	1.5539	0.7844000	0.0000000	0.0000000	0.0342000	0.0564333333333	0.116866666667	0.4829	2.05	0.0958333333333	4.60603110342
Supercontig_2.11	770000	780000	9.1786	1.6376	3.4763	1.4398	0.8349000	0.0000000	0.0002000	0.0351000	0.0298333333333	0.0708666666667	0.3958	8.45055555557	0.0616666666666	2.08693680749
Supercontig_2.11	780000	790000	7.6828	1.2925	4.177	1.4784	0.8110000	0.0000000	0.0002000	0.0260000	0.033075	0.070125	0.42515	17.19	0.723333333333	4.70783694158
Supercontig_2.11	790000	800000	7.9914	1.3606	5.3338	1.84	0.7048000	0.0000000	0.0000000	0.0426000	0.09845	0.1644	0.5905	4.18266666667	1.06733333333	2.99852535424
Supercontig_2.11	800000	810000	3.4832	0.6518	21.0272	7.2221	0.7899000	0.0000000	0.0000000	0.0228000	0.0309	0.10114	0.29748	26.0593333333	22.418	-0.0550791920028
Supercontig_2.11	810000	820000	1.4319	0.3672	16.0111	5.7009	0.5585000	0.0000000	0.0000000	0.0252000	0.1363	0.350025	0.3179	17.5575	9.92499999999	-0.559580008407
Supercontig_2.11	820000	830000	1.0164	0.3836	16.1769	5.4956	0.7777000	0.0000000	0.0000000	0.0199000	0.0140833333333	0.0485666666667	0.297383333333	40.5677777778	7.21833333333	2.68633845458
Supercontig_2.11	830000	840000	0.9938	0.3001	10.872	3.1766	0.9188000	0.0000000	0.0002000	0.0267000	0.0067	0.0222	0.3016	3.255	2.16	0.00322372629947
Supercontig_2.11	840000	850000	1.3951	0.3363	13.9718	3.0242	0.7787000	0.0000000	0.0006000	0.0200000	0.0437	0.1745	0.219066666667	55.3316666668	68.2649999999	-1.44708599524
Supercontig_2.11	850000	860000	0.7038	0.3111	13.925	4.492	0.7226000	0.0000000	0.0000000	0.0158000	0.0343666666667	0.1176	0.254766666667	30.3288888889	12.4666666667	0.418585587591
Supercontig_2.11	860000	870000	0.7292	0.3009	17.0516	5.5376	0.7388000	0.0000000	0.0000000	0.0208000	0.0119	0.0468	0.2607	16.605	19.375	0.290410007486
Supercontig_2.11	870000	880000	0.7352	0.255	11.4218	1.7112	0.7966000	0.0000000	0.0000000	0.0172000	0.08105	0.18445	0.32585	7.74000000002	14.865	-1.0946871776
Supercontig_2.11	880000	890000	0.8236	0.337	6.5275	1.6929	0.4498000	0.0000000	0.0000000	0.0274000	0.0737	0.1681	0.40575	0.276666666667	0.41	-2.24674885847
Supercontig_2.11	890000	900000	0.7113	0.3725	18.3529	5.3856	0.9053000	0.0000000	0.0000000	0.0170000	0.034	0.152575	0.23575	14.8658333333	13.425	0.629502837404
Supercontig_2.11	900000	910000	0.7422	0.3082	11.0369	3.0636	0.9426000	0.0000000	0.0002000	0.0132000	0.013625	0.0418	0.351975	5.27	3.4175	-0.0242962479542
Supercontig_2.11	910000	920000	0.7831	0.2885	17.9054	4.7255	0.6856000	0.0000000	0.0000000	0.0218000	0.0101	0.05135	0.19015	41.6766666667	46.7116666667	-0.451843241156
Supercontig_2.11	920000	930000	0.8693	0.3632	17.3814	5.7108	0.9622000	0.0000000	0.0000000	0.0186000	0.03532	0.1223	0.28598	5.09666666667	2.59733333333	1.11725817739
Supercontig_2.11	930000	940000	0.7201	0.3017	14.8229	2.6291	0.7575000	0.0000000	0.0000000	0.0274000	0.0195666666667	0.07155	0.286116666667	7.45277777777	28.5477777778	0.377129370045
Supercontig_2.11	940000	950000	5.1522	0.9946	6.0351	1.5091	0.8096000	0.0000000	0.0000000	0.0277000	0.0258	0.0804333333333	0.3405	1.62266666667	1.02466666667	0.8829818317
Supercontig_2.11	950000	960000	6.6322	1.2472	5.4884	1.8438	0.5521000	0.0000000	0.0002000	0.0297000	0.079675	0.213775	0.3465	7.02066666666	7.16266666668	-0.223481849822
Supercontig_2.11	960000	970000	1.5424	0.3927	17.4326	2.6593	0.7094000	0.0000000	0.0000000	0.0208000	0.0234	0.0782	0.26012	9.36200000001	7.52666666667	-0.53985308836
Supercontig_2.11	970000	980000	0.7844	0.3162	25.4961	10.1923	0.9268000	0.0000000	0.0000000	0.0081000	0.006775	0.03365	0.208475	10.77	19.78	-1.20942756191
Supercontig_2.11	980000	990000	0.7078	0.2856	20.1157	6.979	0.7036000	0.0000000	0.0002000	0.0188000	0.1924	0.5733	0.25942	6.0080952381	3.49428571428	0.654411055706
Supercontig_2.11	990000	1000000	2.9745	0.6936	13.973	4.0128	0.3697000	0.0000000	0.0000000	0.0196000	0.01545	0.05875	0.22325	151.284444445	6.33333333333	2.83787556166
Supercontig_2.11	1000000	1010000	0.4587	0.3468	20.3353	6.9053	0.6639000	0.0000000	0.0000000	0.0102000	0.01635	0.0519	0.2905	13.8	11.2033333333	-0.879955933524
Supercontig_2.11	1010000	1020000	0.4855	0.2652	17.1782	5.2381	0.7541000	0.0000000	0.0000000	0.0111000	0.0144	0.09	0.16025	11.1316666667	19.26	-1.40414463748
Supercontig_2.11	1020000	1030000	0.443	0.2703	10.0868	3.8575	0.7390000	0.0000000	0.0000000	0.0185000	0.012	0.0536	0.2231	29.1933333333	35.7166666667	-0.848191736922
Supercontig_2.11	1030000	1040000	0.3392	0.2437	13.5814	5.3213	0.6072000	0.0000000	0.0000000	0.0056000	0.04015	0.20405	0.1912	23.53	71.4144444443	-0.77742979792
Supercontig_2.11	1040000	1050000	0.4411	0.2612	14.2421	3.5206	0.9087000	0.0000000	0.0000000	0.0152000	0.0305	0.1226	0.2456	24.4255555556	3.25444444444	0.88044556919
Supercontig_2.11	1050000	1060000	0.4437	0.3264	14.4152	4.2401	0.6742000	0.0000000	0.0002000	0.0153000	0.02495	0.128383333333	0.171	6.68857142856	3.92	0.953738822129
Supercontig_2.11	1060000	1070000	0.4497	0.306	7.5847	3.5776	0.7540000	0.0000000	0.0000000	0.0128000	0.0369333333333	0.115466666667	0.247966666667	17.4855555555	4.91888888889	0.492523797107
Supercontig_2.11	1070000	1080000	0.482	0.2765	14.8829	6.1853	0.8399000	0.0000000	0.0002000	0.0123000	0.0079	0.0582	0.1351	16.7533333333	47.3933333332	-0.43774520578
Supercontig_2.11	1080000	1090000	0.4554	0.2996	21.8709	12.8396	0.8532000	0.0000000	0.0006000	0.0110000	0.025125	0.1475	0.14035	73.245	54.1761111112	-0.517885843843
Supercontig_2.11	1090000	1100000	0.3468	0.2601	18.7529	6.1249	0.9518000	0.0000000	0.0000000	0.0111000	0.0182	0.0971666666667	0.197033333333	27.6655555555	27.4566666667	-0.282371919606
Supercontig_2.11	1100000	1110000	0.3637	0.2652	15.9554	5.7733	0.9479000	0.0000000	0.0000000	0.0108000	0.0197	0.1255	0.157566666667	33.3133333333	27.2077777778	-0.55938110969
Supercontig_2.11	1110000	1120000	0.4369	0.2397	14.4094	5.2161	0.4594000	0.0000000	0.0011000	0.0200000	0.0674	0.1813	0.22695	15.4233333333	21.9093333333	0.104353690742
Supercontig_2.11	1120000	1130000	0.4082	0.2448	16.752	6.4295	0.6105000	0.0000000	0.0002000	0.0157000	0.082575	0.326675	0.193975	15.0025	9.40416666667	0.50967837591
Supercontig_2.11	1130000	1140000	0.3315	0.3366	17.9244	7.3252	0.7761000	0.0000000	0.0000000	0.0146000	0.000675	0.006125	0.066075	17.5126666667	8.99799999998	0.0221696323696
Supercontig_2.11	1140000	1150000	0.4392	0.306	11.4865	4.2417	0.8278000	0.0000000	0.0000000	0.0149000	0.012225	0.059775	0.19875	46.2624999999	6.75083333333	1.42049527612
Supercontig_2.11	1150000	1160000	0.4099	0.3513	17.9283	6.8555	0.9463000	0.0000000	0.0000000	0.0094000	0.013975	0.0461	0.2723	29.4941666667	25.8391666667	-0.580932421035
Supercontig_2.11	1160000	1170000	0.4412	0.3117	14.8042	4.324	0.7168000	0.0000000	0.0000000	0.0114000	0.0371	0.1572	0.20922	6.80266666667	6.86400000001	-0.201124397007
Supercontig_2.11	1170000	1180000	0.4947	0.2193	19.4856	7.2919	0.7409000	0.0000000	0.0000000	0.0166000	0.0157	0.11602	0.1134	52.4006666667	32.6213333334	-0.574606990859
Supercontig_2.11	1180000	1190000	0.5508	0.2975	18.1255	7.1821	0.7915000	0.0000000	0.0000000	0.0178000	0.04055	0.2306	0.162525	34.3025	10.0983333333	0.518792442054
Supercontig_2.11	1190000	1200000	0.6109	0.2992	21.5777	7.0747	0.7968000	0.0000000	0.0000000	0.0132000	0.0151	0.111475	0.1178	205.660833333	120.303333333	2.21284130591
Supercontig_2.11	1200000	1210000	0.5564	0.3111	20.1993	7.2018	0.8933000	0.0000000	0.0000000	0.0132000	0.0118875	0.0677875	0.17915	21.6354166667	13.38875	0.105887542734
Supercontig_2.11	1210000	1220000	0.4872	0.306	18.9817	7.3645	0.8776000	0.0000000	0.0000000	0.0144000	0.02475	0.1647	0.17745	8.73500000001	4.55333333333	0.411081511128
Supercontig_2.11	1220000	1230000	1.0241	0.3243	13.3145	2.7665	0.1420000	0.0000000	0.0002000	0.0224000	0.14475	0.47945	0.3069	30.24	11.185	2.61255028879
Supercontig_2.11	1230000	1240000	1.4119	0.3846	16.2019	5.2817	0.7507000	0.0000000	0.0000000	0.0182000	0.0125	0.100366666667	0.139433333333	25.2875	7.56416666667	-0.185211737581
Supercontig_2.11	1240000	1250000	0.4893	0.3417	15.0801	3.1739	0.7122000	0.0000000	0.0000000	0.0160000	0.0179333333333	0.0813333333333	0.219133333333	33.7322222222	2.75888888889	2.59018194561
Supercontig_2.11	1250000	1260000	0.5457	0.3213	11.2273	2.8212	0.5902000	0.0000000	0.0000000	0.0201000	0.013325	0.079075	0.139075	40.11	72.5475	-1.46276314326
Supercontig_2.11	1260000	1270000	0.5764	0.2193	22.9706	9.4076	0.8493000	0.0000000	0.0000000	0.0155000	0.0162	0.090275	0.166975	13.1608333334	5.03083333333	0.883658155032
Supercontig_2.11	1270000	1280000	0.3706	0.2295	14.2284	5.2591	0.4854000	0.0000000	0.0006000	0.0177000	0.0503666666667	0.2323	0.220366666667	16.8888888889	14.9266666667	0.0569721373643
Supercontig_2.11	1280000	1290000	0.4615	0.2603	13.7479	6.2288	0.6519000	0.0000000	0.0000000	0.0188000	0.05025	0.291675	0.165025	10.4516666667	7.55000000001	0.285783343026
Supercontig_2.11	1290000	1300000	0.4529	0.3773	7.6231	2.3318	0.6065000	0.0000000	0.0000000	0.0140000	0.0515	0.159	0.264833333333	79.4688888889	1.97777777778	2.34105533497
Supercontig_2.11	1300000	1310000	0.3468	0.3417	13.5095	5.3724	0.8482000	0.0000000	0.0000000	0.0067000	0.0212666666667	0.1381	0.153533333333	14.5344444444	8.53444444444	0.155424073066
Supercontig_2.11	1310000	1320000	0.459	0.2574	13.1352	5.1299	0.7162000	0.0000000	0.0000000	0.0125000	0.0158	0.0822	0.1921	2.99533333333	1.83333333333	0.181695138348
Supercontig_2.11	1320000	1330000	0.3723	0.3546	18.8372	8.0755	0.9349000	0.0000000	0.0000000	0.0113000	0.0155166666667	0.1112	0.144383333333	37.2811111111	22.6983333333	0.221857753319
