Gene identifier, dN/dS (YN00), M1/M2 test (Codeml), M7/M8 test (Codeml) ,Codeml under diversifying selection,YN00 under diversifying selection
FOXG_04885,0.275916667,0.670559393,1,FALSE,FALSE
FOXG_04886,0.5741,Not calculated,Not calculated,FALSE,FALSE
FOXG_04887,0.095491667,1,1,FALSE,FALSE
FOXG_04888,0.100341667,1,1,FALSE,FALSE
FOXG_04889,0.198906667,1,1,FALSE,FALSE
FOXG_04890,0.075560714,1,1,FALSE,FALSE
FOXG_04892,0.031075,1,1,FALSE,FALSE
FOXG_04893,0.134888889,1,1,FALSE,FALSE
FOXG_04894,0.060780556,1,1,FALSE,FALSE
FOXG_04895,0.06285,1,1,FALSE,FALSE
FOXG_04896,0.161952778,1,1,FALSE,FALSE
FOXG_04897,0.066486111,1,1,FALSE,FALSE
FOXG_04899,0.016219444,1,1,FALSE,FALSE
FOXG_04900,0.130102778,1,1,FALSE,FALSE
FOXG_04901,0.115380556,1,1,FALSE,FALSE
FOXG_04902,0.392433333,1,1,FALSE,FALSE
FOXG_04903,0,Not calculated,Not calculated,FALSE,FALSE
FOXG_04904,0.129722727,1,1,FALSE,FALSE
FOXG_04905,0.071380556,1,1,FALSE,FALSE
FOXG_04906,0.04356,1,1,FALSE,FALSE
FOXG_04907,0.077838889,1,1,FALSE,FALSE
FOXG_04908,0.457921429,1,1,FALSE,FALSE
FOXG_04909,0.037338889,1,1,FALSE,FALSE
FOXG_04910,0.052611111,1,1,FALSE,FALSE
FOXG_04911,0.07051,1,1,FALSE,FALSE
FOXG_04912,0.29,Not calculated,Not calculated,FALSE,FALSE
FOXG_04913,0.125033333,0.989670717,1,FALSE,FALSE
FOXG_04914,0.061269444,0.286795173,1,FALSE,FALSE
FOXG_04915,0.079363889,1,1,FALSE,FALSE
FOXG_04916,0.152208333,1,1,FALSE,FALSE
FOXG_04917,0.425386111,1,1,FALSE,FALSE
FOXG_04918,0.0561,1,1,FALSE,FALSE
FOXG_04919,0.017258333,1,1,FALSE,FALSE
FOXG_04921,0.33937,0.380538471,1,FALSE,FALSE
FOXG_04924,0.095005556,1,1,FALSE,FALSE
FOXG_04926,0.6675,Not calculated,Not calculated,FALSE,FALSE
FOXG_04927,0.070219444,1,1,FALSE,FALSE
FOXG_04928,0.081788889,1,1,FALSE,FALSE
FOXG_04929,0.043305556,1,1,FALSE,FALSE
FOXG_04930,0.310916667,1,1,FALSE,FALSE
FOXG_04931,0.30358,1,1,FALSE,FALSE
FOXG_04932,0.118541667,1,1,FALSE,FALSE
FOXG_04933,0.18508,1,1,FALSE,FALSE
FOXG_04934,0.248142857,1,1,FALSE,FALSE
FOXG_04935,0.28124,1,1,FALSE,FALSE
FOXG_04936,0.063732143,1,1,FALSE,FALSE
FOXG_04937,0.1086,1,1,FALSE,FALSE
FOXG_04938,0.108827778,1,1,FALSE,FALSE
FOXG_04939,0.093288889,0.005990317,2.65E-05,TRUE,FALSE
FOXG_04940,0.563966667,0.227864073,1,FALSE,FALSE
FOXG_04941,0.164766667,1,1,FALSE,FALSE
FOXG_04942,0.305646667,1,1,FALSE,FALSE
FOXG_04945,0.248413333,1,1,FALSE,FALSE
FOXG_04947,0.232766667,0.477091969,1,FALSE,FALSE
FOXG_04948,0.114766667,1,1,FALSE,FALSE
FOXG_04949,0.065583333,0.903732382,1,FALSE,FALSE
FOXG_04950,0.33045,1,1,FALSE,FALSE
FOXG_04951,0.077052778,1,1,FALSE,FALSE
FOXG_04952,0.0307,1,1,FALSE,FALSE
FOXG_04953,0.325716667,0.034160543,0.015194648,TRUE,FALSE
FOXG_04954,0.02955,1,1,FALSE,FALSE
FOXG_04955,0.429833333,0.423834598,1,FALSE,FALSE
FOXG_04956,0.186630556,1,1,FALSE,FALSE
FOXG_04957,0.107041667,1,1,FALSE,FALSE
FOXG_04959,0.155466667,1,1,FALSE,FALSE
FOXG_04961,0.165208333,1,1,FALSE,FALSE
FOXG_04962,0.047494444,1,1,FALSE,FALSE
FOXG_04964,0.179025,1,1,FALSE,FALSE
FOXG_04965,0.123072222,1,1,FALSE,FALSE
FOXG_04966,0.107980556,1,1,FALSE,FALSE
FOXG_04967,0.202494444,1,1,FALSE,FALSE
FOXG_04968,0.202010714,1,1,FALSE,FALSE
FOXG_04969,0.200769444,1,1,FALSE,FALSE
FOXG_04970,0.064377778,1,1,FALSE,FALSE
FOXG_04971,0.104127778,1,1,FALSE,FALSE
FOXG_04972,0.050425,1,1,FALSE,FALSE
FOXG_04973,0.119669444,1,1,FALSE,FALSE
FOXG_04974,0.112457143,1,1,FALSE,FALSE
FOXG_04975,0.788533333,0.021188494,0.017579409,TRUE,FALSE
FOXG_04976,2.5251,Not calculated,Not calculated,FALSE,TRUE
FOXG_04977,0.2331,1,1,FALSE,FALSE
FOXG_04978,0.400216667,0.511456879,1,FALSE,FALSE
FOXG_04979,0.19745,1,1,FALSE,FALSE
FOXG_04980,0.20377,1,1,FALSE,FALSE
FOXG_04983,2.5837,Not calculated,Not calculated,FALSE,TRUE
FOXG_04984,0.105008333,1,1,FALSE,FALSE
FOXG_04985,0.053894444,1,1,FALSE,FALSE
FOXG_04986,0.041191667,1,1,FALSE,FALSE
FOXG_04987,0.072322222,1,1,FALSE,FALSE
FOXG_04988,0.042147222,1,1,FALSE,FALSE
FOXG_04989,0.498033333,0.215868037,1,FALSE,FALSE
FOXG_04990,0.56653,1,1,FALSE,FALSE
FOXG_04991,0.6327,Not calculated,Not calculated,FALSE,FALSE
FOXG_04992,0.085328571,1,1,FALSE,FALSE
FOXG_04993,0.110457143,1,1,FALSE,FALSE
FOXG_04994,0.503033333,0.113815792,1,FALSE,FALSE
FOXG_04996,0.205666667,0.466279985,1,FALSE,FALSE
FOXG_04997,0.050375,1,1,FALSE,FALSE
FOXG_04999,0.146625,1,1,FALSE,FALSE
FOXG_05002,0.182086667,1,1,FALSE,FALSE
FOXG_05003,0.088955556,1,1,FALSE,FALSE
FOXG_05004,0.26782,1,1,FALSE,FALSE
FOXG_05005,0.148941667,1,1,FALSE,FALSE
FOXG_05006,0.093111111,1,1,FALSE,FALSE
FOXG_05007,0.044163889,1,1,FALSE,FALSE
FOXG_05008,0.090371429,1,1,FALSE,FALSE
FOXG_05009,0.043177778,1,1,FALSE,FALSE
FOXG_05010,0.063322222,1,1,FALSE,FALSE
FOXG_05011,0.069886111,1,1,FALSE,FALSE
FOXG_05012,0.078139286,1,1,FALSE,FALSE
FOXG_05013,0.061022222,1,1,FALSE,FALSE
FOXG_05014,0.027569444,1,1,FALSE,FALSE
FOXG_05015,0.013563889,1,1,FALSE,FALSE
FOXG_05016,0.037416667,1,1,FALSE,FALSE
FOXG_05017,0.259733333,1,1,FALSE,FALSE
FOXG_05018,0.091235714,1,1,FALSE,FALSE
FOXG_05020,0.055905556,1,1,FALSE,FALSE
FOXG_05021,0,Not calculated,Not calculated,FALSE,FALSE
FOXG_05022,0.379226667,0.955194781,1,FALSE,FALSE
FOXG_05023,0.213486111,1,1,FALSE,FALSE
FOXG_05024,0.196938889,1,1,FALSE,FALSE
FOXG_05025,0.115627778,1,1,FALSE,FALSE
FOXG_05026,0.047536111,0.769627229,1,FALSE,FALSE
FOXG_05027,0.043808333,1,1,FALSE,FALSE
FOXG_05028,0.028491667,1,1,FALSE,FALSE
FOXG_05029,0.072383333,1,1,FALSE,FALSE
FOXG_05030,0.126972222,1,1,FALSE,FALSE
FOXG_05031,0.046583333,1,1,FALSE,FALSE
FOXG_05032,0.094128571,0.999960001,1,FALSE,FALSE
FOXG_05033,0.069491667,1,1,FALSE,FALSE
FOXG_05034,0.085986111,1,1,FALSE,FALSE
FOXG_05035,0.137163889,1,1,FALSE,FALSE
FOXG_05036,0.169907143,0.965139141,1,FALSE,FALSE
FOXG_05037,0.052277778,1,1,FALSE,FALSE
FOXG_05038,0.057991667,1,1,FALSE,FALSE
FOXG_05039,0.059580556,1,1,FALSE,FALSE
FOXG_05040,0.152911111,1,1,FALSE,FALSE
FOXG_05041,0.028508333,1,1,FALSE,FALSE
FOXG_05042,0.213497222,1,1,FALSE,FALSE
FOXG_05044,0.034594444,1,1,FALSE,FALSE
FOXG_05045,0.158805556,0.652468772,1,FALSE,FALSE
FOXG_05046,0.125416667,1,1,FALSE,FALSE
FOXG_05047,0.029242857,1,1,FALSE,FALSE
FOXG_05048,0.025230556,0.47156657,1,FALSE,FALSE
FOXG_05049,0.023358333,1,1,FALSE,FALSE
FOXG_05050,0.078635714,1,1,FALSE,FALSE
FOXG_05051,0.129608333,0.942018844,1,FALSE,FALSE
FOXG_05053,0.468353571,1,1,FALSE,FALSE
FOXG_05054,0.0748,1,1,FALSE,FALSE
FOXG_05055,0.051157143,1,1,FALSE,FALSE
FOXG_05056,0.112794444,1,1,FALSE,FALSE
FOXG_05057,0.038655556,1,1,FALSE,FALSE
FOXG_05058,0.100511111,1,1,FALSE,FALSE
FOXG_05059,0.049905556,1,1,FALSE,FALSE
FOXG_05061,0.107882143,1,1,FALSE,FALSE
FOXG_05062,0.33705,0.989614308,1,FALSE,FALSE
FOXG_05063,0.070586111,1,1,FALSE,FALSE
FOXG_05064,0.1144,1,1,FALSE,FALSE
FOXG_05065,0.174111111,1,1,FALSE,FALSE
FOXG_05066,0.179185714,1,1,FALSE,FALSE
FOXG_05067,0.0977,1,1,FALSE,FALSE
FOXG_05068,0.08397,1,1,FALSE,FALSE
FOXG_05070,0.104102778,1,1,FALSE,FALSE
FOXG_05071,0.62234,1,1,FALSE,FALSE
FOXG_05072,0.6055,Not calculated,Not calculated,FALSE,FALSE
FOXG_05073,0.5713,0.638642787,1,FALSE,FALSE
FOXG_05074,0.335661111,1,1,FALSE,FALSE
FOXG_05077,0.104811111,1,1,FALSE,FALSE
FOXG_05078,0.021369444,1,1,FALSE,FALSE
FOXG_05079,0.149330556,1,1,FALSE,FALSE
FOXG_05080,0.124175,1,1,FALSE,FALSE
FOXG_05081,0.441075,1,1,FALSE,FALSE
FOXG_05082,0.215561111,1,1,FALSE,FALSE
FOXG_05083,0.078564286,1,1,FALSE,FALSE
FOXG_05084,0.074861111,1,1,FALSE,FALSE
FOXG_05085,0.025919444,1,1,FALSE,FALSE
FOXG_05086,0.016047222,1,1,FALSE,FALSE
FOXG_05087,0.202396429,1,1,FALSE,FALSE
FOXG_05088,0.054425,1,1,FALSE,FALSE
FOXG_05089,0.118692857,1,1,FALSE,FALSE
FOXG_05090,0.045991667,1,1,FALSE,FALSE
FOXG_05091,0.073077778,1,1,FALSE,FALSE
FOXG_05092,0.026705556,1,1,FALSE,FALSE
FOXG_05093,0.030325,1,1,FALSE,FALSE
FOXG_05094,0.095319444,1,1,FALSE,FALSE
FOXG_05095,0.034494444,1,1,FALSE,FALSE
FOXG_05096,0.081933333,1,1,FALSE,FALSE
FOXG_05097,0.149,1,1,FALSE,FALSE
FOXG_05098,0.039086111,1,1,FALSE,FALSE
FOXG_05099,0.200055556,1,1,FALSE,FALSE
FOXG_05100,0.055647222,1,1,FALSE,FALSE
FOXG_05101,0.038969444,1,1,FALSE,FALSE
FOXG_05102,0.079627778,1,1,FALSE,FALSE
FOXG_05104,0.056858333,1,1,FALSE,FALSE
FOXG_05105,0.258403571,1,1,FALSE,FALSE
FOXG_05106,0.044475,1,1,FALSE,FALSE
FOXG_05107,0.044385714,1,1,FALSE,FALSE
FOXG_05108,0.135571429,1,1,FALSE,FALSE
FOXG_05109,0.081832143,0.438959994,1,FALSE,FALSE
FOXG_05110,0.070047222,1,1,FALSE,FALSE
FOXG_05111,0.059633333,1,1,FALSE,FALSE
FOXG_05112,0.036975,1,1,FALSE,FALSE
FOXG_05113,0.122594444,1,1,FALSE,FALSE
FOXG_05115,0.243397222,1,1,FALSE,FALSE
FOXG_05116,0.090911111,0.999952001,1,FALSE,FALSE
FOXG_05117,0.055882143,0.277867472,1,FALSE,FALSE
FOXG_05118,0.024319444,1,1,FALSE,FALSE
FOXG_05121,0.085955556,1,1,FALSE,FALSE
FOXG_05122,0.073580556,1,1,FALSE,FALSE
FOXG_05123,0.182075,1,1,FALSE,FALSE
FOXG_05124,0.031672222,1,1,FALSE,FALSE
FOXG_05125,0.084022222,1,1,FALSE,FALSE
FOXG_05126,0.081505556,1,1,FALSE,FALSE
FOXG_05127,0.038825,1,1,FALSE,FALSE
FOXG_05128,0.082022222,1,1,FALSE,FALSE
FOXG_05129,0.291186111,1,1,FALSE,FALSE
FOXG_05130,0.132077778,1,1,FALSE,FALSE
FOXG_05131,0.074927778,1,1,FALSE,FALSE
FOXG_05132,0.052333333,1,1,FALSE,FALSE
FOXG_05133,0.118675,1,1,FALSE,FALSE
FOXG_05134,0.125941667,1,1,FALSE,FALSE
FOXG_05135,0.025483333,0.896981537,1,FALSE,FALSE
FOXG_05136,0.119066667,1,1,FALSE,FALSE
FOXG_05137,0.078605556,1,1,FALSE,FALSE
FOXG_05138,0.038461905,1,1,FALSE,FALSE
FOXG_05139,0.097969444,1,1,FALSE,FALSE
FOXG_05140,0.079569444,1,1,FALSE,FALSE
FOXG_05141,0.069369444,1,1,FALSE,FALSE
FOXG_05142,0.075088889,1,1,FALSE,FALSE
FOXG_05144,0.067102778,1,1,FALSE,FALSE
FOXG_05145,0.162641667,1,1,FALSE,FALSE
FOXG_05146,0.111675,1,1,FALSE,FALSE
FOXG_05147,0.060947222,1,1,FALSE,FALSE
FOXG_05149,0.097855556,1,1,FALSE,FALSE
FOXG_05150,0.088847222,1,1,FALSE,FALSE
FOXG_05151,0.092125,1,1,FALSE,FALSE
FOXG_05152,0.058713889,1,1,FALSE,FALSE
FOXG_05153,0.155505556,1,1,FALSE,FALSE
FOXG_05154,0.2268,Not calculated,Not calculated,FALSE,FALSE
FOXG_05155,0.134588889,1,1,FALSE,FALSE
FOXG_05156,0.153047222,1,1,FALSE,FALSE
FOXG_05157,0.135925,0.896551089,1,FALSE,FALSE
FOXG_05158,0.061344444,1,1,FALSE,FALSE
FOXG_05159,0.055866667,1,1,FALSE,FALSE
FOXG_05160,0.074183333,0.674184815,1,FALSE,FALSE
FOXG_05161,0.114897222,1,1,FALSE,FALSE
FOXG_05162,0.013719444,1,1,FALSE,FALSE
FOXG_05163,0.093638889,1,1,FALSE,FALSE
FOXG_05164,0.110592857,1,1,FALSE,FALSE
FOXG_05167,0.031963889,1,1,FALSE,FALSE
FOXG_05168,0.917433333,1,1,FALSE,FALSE
FOXG_05169,0.0053,0.998693854,1,FALSE,FALSE
FOXG_05170,0.235889286,1,1,FALSE,FALSE
FOXG_05171,0.097397222,1,1,FALSE,FALSE
FOXG_05172,0.097033333,1,1,FALSE,FALSE
FOXG_05173,0.014088889,1,1,FALSE,FALSE
FOXG_05174,0.152602778,1,1,FALSE,FALSE
FOXG_05175,0.061736111,1,1,FALSE,FALSE
FOXG_05176,0.066841667,1,1,FALSE,FALSE
FOXG_05177,0.039852778,1,1,FALSE,FALSE
FOXG_05178,0.313821429,1,1,FALSE,FALSE
FOXG_05179,0.088691667,1,1,FALSE,FALSE
FOXG_05180,0.088094444,1,1,FALSE,FALSE
FOXG_05182,0.019433333,1,1,FALSE,FALSE
FOXG_05184,0.159947222,1,1,FALSE,FALSE
FOXG_05185,0.034883333,1,1,FALSE,FALSE
FOXG_05186,0.018855556,1,1,FALSE,FALSE
FOXG_05187,0.019775,1,1,FALSE,FALSE
FOXG_05188,0.094008333,1,1,FALSE,FALSE
FOXG_05189,0.025508333,1,1,FALSE,FALSE
FOXG_05190,0.018994444,1,1,FALSE,FALSE
FOXG_05195,0.043741667,1,1,FALSE,FALSE
FOXG_05196,0.098947619,1,1,FALSE,FALSE
FOXG_05197,0.2506,Not calculated,Not calculated,FALSE,FALSE
FOXG_05198,0.061736111,1,1,FALSE,FALSE
FOXG_05199,0.108616667,1,1,FALSE,FALSE
FOXG_05200,0.106833333,1,1,FALSE,FALSE
FOXG_05201,0.085416667,1,1,FALSE,FALSE
FOXG_05202,0.029505556,1,1,FALSE,FALSE
FOXG_05204,0.182338889,1,1,FALSE,FALSE
FOXG_05205,0.021988889,1,1,FALSE,FALSE
FOXG_05206,0.048627778,1,1,FALSE,FALSE
FOXG_05207,0.012422222,1,1,FALSE,FALSE
FOXG_05208,0.48301,0.027954866,0.019026415,TRUE,FALSE
FOXG_05209,0.015605556,1,1,FALSE,FALSE
FOXG_05210,0.098986111,1,1,FALSE,FALSE
FOXG_05211,0.042069444,1,1,FALSE,FALSE
FOXG_05212,0.063775,1,1,FALSE,FALSE
FOXG_05213,0.109880556,1,1,FALSE,FALSE
FOXG_05214,0.067588889,1,1,FALSE,FALSE
FOXG_05215,0.033508333,1,1,FALSE,FALSE
FOXG_05216,0.163538095,1,1,FALSE,FALSE
FOXG_05217,0.039936111,1,1,FALSE,FALSE
FOXG_05218,0.120419048,1,1,FALSE,FALSE
FOXG_05219,0.089208333,1,1,FALSE,FALSE
FOXG_05220,0.126175,1,1,FALSE,FALSE
FOXG_05221,0.035225,1,1,FALSE,FALSE
FOXG_05222,0.056466667,1,1,FALSE,FALSE
FOXG_05223,0.208088889,1,1,FALSE,FALSE
FOXG_05224,0.088761111,1,1,FALSE,FALSE
FOXG_05225,0.151466667,1,1,FALSE,FALSE
FOXG_05226,0.062166667,1,1,FALSE,FALSE
FOXG_05227,0,0.999081422,1,FALSE,FALSE
FOXG_05228,0.080936111,1,1,FALSE,FALSE
FOXG_05229,0.044232143,1,1,FALSE,FALSE
FOXG_05230,0.443980952,1,1,FALSE,FALSE
FOXG_05231,0.019263889,1,1,FALSE,FALSE
FOXG_05232,0.158533333,1,1,FALSE,FALSE
FOXG_05233,0.191472222,1,1,FALSE,FALSE
FOXG_05234,0.161930556,1,1,FALSE,FALSE
FOXG_05235,0.124930556,1,1,FALSE,FALSE
FOXG_05236,0.098513889,1,1,FALSE,FALSE
FOXG_05237,0.099027778,1,1,FALSE,FALSE
FOXG_05238,0.083430556,1,1,FALSE,FALSE
FOXG_05239,0.030680556,1,1,FALSE,FALSE
FOXG_05240,0.1254,1,1,FALSE,FALSE
FOXG_05241,0.291371429,1,1,FALSE,FALSE
FOXG_05243,0.156,1,1,FALSE,FALSE
FOXG_05244,0.478627778,1,1,FALSE,FALSE
FOXG_05245,0.238261111,1,1,FALSE,FALSE
FOXG_052460,0.236447222,1,1,FALSE,FALSE
FOXG_05247,0.042797222,1,1,FALSE,FALSE
FOXG_05248,0.077563889,1,1,FALSE,FALSE
FOXG_05249,0.082202778,1,1,FALSE,FALSE
FOXG_05250,0.045158333,1,1,FALSE,FALSE
FOXG_05251,0.10785,1,1,FALSE,FALSE
FOXG_05252,0.103805556,1,1,FALSE,FALSE
FOXG_05253,0.074760714,1,1,FALSE,FALSE
FOXG_05254,0.202727778,1,1,FALSE,FALSE
FOXG_05255,0.022575,1,1,FALSE,FALSE
FOXG_05256,0.228228571,1,1,FALSE,FALSE
FOXG_05257,0.096542857,1,1,FALSE,FALSE
FOXG_05258,0.140661111,1,1,FALSE,FALSE
FOXG_05259,0.103013889,1,1,FALSE,FALSE
FOXG_05260,0.210619444,1,1,FALSE,FALSE
FOXG_05261,0.071883333,1,1,FALSE,FALSE
FOXG_05262,0.079488889,1,1,FALSE,FALSE
FOXG_05263,0.064227778,1,1,FALSE,FALSE
FOXG_05264,0.111444444,1,1,FALSE,FALSE
FOXG_05265,0.044011111,1,1,FALSE,FALSE
FOXG_05266,0.208733333,1,1,FALSE,FALSE
FOXG_05267,0.047627778,1,1,FALSE,FALSE
FOXG_05268,0.039638889,1,1,FALSE,FALSE
FOXG_05269,0.053575,1,1,FALSE,FALSE
FOXG_05270,0.053183333,1,1,FALSE,FALSE
FOXG_05271,0.166383333,1,1,FALSE,FALSE
FOXG_05272,0.155094444,1,1,FALSE,FALSE
FOXG_05273,0.253957143,1,1,FALSE,FALSE
FOXG_05274,0.135860714,1,1,FALSE,FALSE
FOXG_05276,0.049997222,1,1,FALSE,FALSE
FOXG_05277,0.124444444,1,1,FALSE,FALSE
FOXG_05278,0.079658333,1,1,FALSE,FALSE
FOXG_05279,0.233488889,1,1,FALSE,FALSE
FOXG_05280,0.070291667,1,1,FALSE,FALSE
FOXG_05281,0.197816667,0.695240118,1,FALSE,FALSE
FOXG_05282,0.043011111,1,1,FALSE,FALSE
FOXG_05283,0.159994444,1,1,FALSE,FALSE
FOXG_05284,0.025072222,1,1,FALSE,FALSE
FOXG_05285,0.026805556,1,1,FALSE,FALSE
FOXG_05286,0.047891667,1,1,FALSE,FALSE
FOXG_05287,0.060683333,1,1,FALSE,FALSE
FOXG_05288,0.045416667,0.164600328,1,FALSE,FALSE
FOXG_05289,0.027536111,1,1,FALSE,FALSE
FOXG_05292,0.092263889,1,1,FALSE,FALSE
FOXG_05293,0.015161111,1,1,FALSE,FALSE
FOXG_05294,0.117866667,1,1,FALSE,FALSE
FOXG_05297,0.104988889,1,1,FALSE,FALSE
FOXG_05298,0.057536111,0.759931486,1,FALSE,FALSE
FOXG_05299,0.507385714,1,1,FALSE,FALSE
FOXG_05300,0.117028571,1,1,FALSE,FALSE
FOXG_05301,0.165047222,1,1,FALSE,FALSE
FOXG_05305,0.125205556,1,1,FALSE,FALSE
FOXG_05306,0.384586111,1,1,FALSE,FALSE
FOXG_05307,0.151457143,1,1,FALSE,FALSE
FOXG_05308,0.039180556,1,1,FALSE,FALSE
FOXG_05309,0.154619444,1,1,FALSE,FALSE
FOXG_05310,0.062638889,1,1,FALSE,FALSE
FOXG_05311,0.033444444,1,1,FALSE,FALSE
FOXG_05312,0.074566667,1,1,FALSE,FALSE
FOXG_05313,0.057455556,1,1,FALSE,FALSE
FOXG_05316,0.043205556,1,1,FALSE,FALSE
FOXG_05317,0.070988889,1,1,FALSE,FALSE
FOXG_05318,0.139308333,1,1,FALSE,FALSE
FOXG_05320,0.124632143,1,1,FALSE,FALSE
FOXG_05321,0.025441667,1,1,FALSE,FALSE
FOXG_05324,0.491357143,1,1,FALSE,FALSE
FOXG_05325,0.023738889,0.966159833,1,FALSE,FALSE
FOXG_05326,0.073825,1,1,FALSE,FALSE
FOXG_05327,0.064588889,1,1,FALSE,FALSE
FOXG_05329,0.019125,0.999943002,1,FALSE,FALSE
FOXG_05330,0.091261111,1,1,FALSE,FALSE
FOXG_05331,0.053019444,1,1,FALSE,FALSE
FOXG_05332,0.050402778,1,1,FALSE,FALSE
FOXG_05333,0.085864286,1,1,FALSE,FALSE
FOXG_05334,0,Not calculated,Not calculated,FALSE,FALSE
FOXG_05335,0.031035714,1,1,FALSE,FALSE
FOXG_05336,0.145836111,1,1,FALSE,FALSE
FOXG_05337,0.09885,1,1,FALSE,FALSE
FOXG_05338,0.014236111,1,1,FALSE,FALSE
FOXG_05340,0.066110714,1,1,FALSE,FALSE
FOXG_05341,0.030411111,1,1,FALSE,FALSE
FOXG_05342,0.073722222,1,1,FALSE,FALSE
FOXG_05344,0.036633333,0.983194809,1,FALSE,FALSE
FOXG_05345,0.013004762,1,1,FALSE,FALSE
FOXG_05346,0.27054,1,1,FALSE,FALSE
FOXG_05347,0.152532143,1,1,FALSE,FALSE
FOXG_05348,0.070061111,1,1,FALSE,FALSE
FOXG_05349,0.022317857,1,1,FALSE,FALSE
FOXG_05350,0.197477778,1,1,FALSE,FALSE
FOXG_05351,0.171272222,1,1,FALSE,FALSE
FOXG_05352,0.087266667,1,1,FALSE,FALSE
FOXG_05353,0.004555556,1,1,FALSE,FALSE
FOXG_05354,0.057938889,0.019268031,0.000167522,TRUE,FALSE
FOXG_05355,0.042180556,1,1,FALSE,FALSE
FOXG_05356,0.110825,1,1,FALSE,FALSE
FOXG_05357,0.054222222,1,1,FALSE,FALSE
FOXG_05358,0.016061111,1,1,FALSE,FALSE
FOXG_05359,0.282424837,1,1,FALSE,FALSE
FOXG_05360,0.125391667,1,1,FALSE,FALSE
FOXG_05361,0.411516667,0.461523641,1,FALSE,FALSE
FOXG_05362,0.079730556,1,1,FALSE,FALSE
FOXG_05363,0.063672222,1,1,FALSE,FALSE
FOXG_05364,0.092880556,1,1,FALSE,FALSE
FOXG_05365,0.025361111,1,1,FALSE,FALSE
FOXG_05366,0.046744444,1,1,FALSE,FALSE
FOXG_05367,0.130569444,1,1,FALSE,FALSE
FOXG_05368,0.076633333,1,1,FALSE,FALSE
FOXG_05369,0.090116667,1,1,FALSE,FALSE
FOXG_05370,0.032480952,1,1,FALSE,FALSE
FOXG_05371,0.022594444,1,1,FALSE,FALSE
FOXG_05372,0.2797,Not calculated,Not calculated,FALSE,FALSE
FOXG_05373,0.070033333,1,1,FALSE,FALSE
FOXG_05374,0.105633333,0.995463322,1,FALSE,FALSE
FOXG_05375,0.137116667,0.350942811,1,FALSE,FALSE
FOXG_05376,0.051511111,1,1,FALSE,FALSE
FOXG_05378,0.056946429,1,1,FALSE,FALSE
FOXG_05379,0.090322222,1,1,FALSE,FALSE
FOXG_05380,0.041805556,1,1,FALSE,FALSE
FOXG_05381,0.188636111,1,1,FALSE,FALSE
FOXG_05382,0.087325,1,1,FALSE,FALSE
FOXG_05383,0.053908333,1,1,FALSE,FALSE
FOXG_05384,0.40281,1,1,FALSE,FALSE
FOXG_053859,0.219092857,1,1,FALSE,FALSE
FOXG_05386,0.119744444,1,1,FALSE,FALSE
FOXG_05387,0.050822222,1,1,FALSE,FALSE
FOXG_05388,0.107169444,1,1,FALSE,FALSE
FOXG_05389,0.176822222,0.901935743,1,FALSE,FALSE
FOXG_05390,0.088602778,1,1,FALSE,FALSE
FOXG_05391,0.108233333,1,1,FALSE,FALSE
FOXG_05392,0.052386111,1,1,FALSE,FALSE
FOXG_05393,0.33304,1,1,FALSE,FALSE
FOXG_05394,0.307803571,1,1,FALSE,FALSE
FOXG_05395,0.345975,1,1,FALSE,FALSE
FOXG_05396,0.167485714,1,1,FALSE,FALSE
FOXG_05397,0.138677778,1,1,FALSE,FALSE
FOXG_05398,0.030455556,1,1,FALSE,FALSE
FOXG_05401,0.1281,1,1,FALSE,FALSE
FOXG_05402,0.236982143,1,1,FALSE,FALSE
FOXG_05405,0.35822,1,1,FALSE,FALSE
FOXG_05406,0.036072222,1,1,FALSE,FALSE
FOXG_05407,0.1721,1,1,FALSE,FALSE
FOXG_05408,0.0254,1,1,FALSE,FALSE
FOXG_05410,0.176161111,1,1,FALSE,FALSE
FOXG_05411,0.112013889,1,1,FALSE,FALSE
FOXG_05412,0.069003571,1,1,FALSE,FALSE
FOXG_05413,0.053505556,1,1,FALSE,FALSE
FOXG_05414,0.09407619,1,1,FALSE,FALSE
FOXG_05416,0.2232,Not calculated,Not calculated,FALSE,FALSE
FOXG_05419,0.565866667,5.56E-08,1.91E-08,TRUE,FALSE
FOXG_05421,0.060841667,1,1,FALSE,FALSE
FOXG_05422,0.109108333,1,1,FALSE,FALSE
FOXG_05423,0.042063889,1,1,FALSE,FALSE
FOXG_05424,0.097819444,0.844029359,1,FALSE,FALSE
FOXG_05425,0.020235714,1,1,FALSE,FALSE
FOXG_05426,0.1102,1,1,FALSE,FALSE
FOXG_05427,0.08996,0.063525556,1,FALSE,FALSE
FOXG_05428,0.012613889,1,1,FALSE,FALSE
FOXG_05429,0.022302778,1,1,FALSE,FALSE
FOXG_05430,0.099841667,1,1,FALSE,FALSE
FOXG_05432,0.049355556,1,1,FALSE,FALSE
FOXG_05433,0.126861111,1,1,FALSE,FALSE
FOXG_05434,0.191897222,1,1,FALSE,FALSE
FOXG_05435,0.066438889,1,1,FALSE,FALSE
FOXG_05436,0.28289,1,1,FALSE,FALSE
FOXG_05437,0.6963,Not calculated,Not calculated,FALSE,FALSE
FOXG_05438,0.091772222,1,1,FALSE,FALSE
FOXG_05439,0.027664286,0.843297902,1,FALSE,FALSE
FOXG_05440,0.084775,1,1,FALSE,FALSE
FOXG_05441,0.131952778,1,1,FALSE,FALSE
